# Server version 0.08 running on 142.157.219.142:8123
# Game ID: 61
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Sat Apr 02 21:55:23 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260568170', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260568170
PIT 0 0
PIT 1 4
PIT 0 18
PIT 1 17
PIT 0 7
PIT 1 7
PIT 0 3
PIT 1 25
PIT 0 8
PIT 1 17
PIT 0 9
PIT 1 26
PIT 0 1
PIT 1 29
PIT 0 12
PIT 1 23
PIT 0 24
PIT 1 13
GAMEOVER WINNER 1
# Game ended: Sat Apr 02 21:55:25 EDT 2016
