# Server version 0.08 running on wpa152248.wireless.mcgill.ca:8123
# Game ID: 45
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Tue Mar 29 17:08:53 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260568170', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260568170
PIT 0 8
PIT 1 23
PIT 0 11
PIT 1 20
PIT 0 4
PIT 1 4
PIT 0 0
PIT 1 24
PIT 0 6
PIT 1 22
PIT 0 3
PIT 1 16
PIT 0 17
PIT 1 25
PIT 0 23
PIT 1 24
PIT 0 4
PIT 1 13
PIT 0 1
PIT 1 23
PIT 0 9
PIT 1 5
GAMEOVER WINNER 1
# Game ended: Tue Mar 29 17:08:55 EDT 2016
